Age,Income,Knowledge,Risk,Goal,Portfolio
34,426098,Medium,Low,Retirement,Moderate
48,594490,High,Low,Retirement,Moderate
46,694077,Medium,Medium,Wealth Growth,Moderate
55,597672,Medium,High,Wealth Growth,Moderate
24,1478859,Low,High,Wealth Growth,Moderate
30,1127682,High,High,Short-Term Gain,Moderate
43,664250,Low,Low,Retirement,Conservative
79,944106,Low,Low,Wealth Growth,Moderate
68,1091899,Low,High,Wealth Growth,Moderate
60,367848,High,Low,Wealth Growth,Moderate
65,1292086,High,High,Wealth Growth,Aggressive
57,597498,Low,Low,Retirement,Conservative
63,1256508,Low,High,Short-Term Gain,Moderate
63,1000935,High,High,Retirement,Moderate
52,377648,High,High,Wealth Growth,Aggressive
74,1017844,Low,Low,Retirement,Conservative
49,1014828,Medium,Medium,Retirement,Moderate
56,400362,Medium,Low,Wealth Growth,Moderate
58,1168059,High,Low,Retirement,Moderate
54,421964,High,Low,Wealth Growth,Moderate
42,625698,Low,Low,Wealth Growth,Moderate
72,759937,Low,High,Short-Term Gain,Moderate
49,1082824,High,Low,Short-Term Gain,Moderate
48,966640,Low,High,Short-Term Gain,Moderate
58,1202845,Medium,Low,Retirement,Moderate
27,773866,High,Low,Retirement,Moderate
52,385492,High,Low,Short-Term Gain,Moderate
22,1146731,High,High,Short-Term Gain,Moderate
33,1276395,High,Low,Retirement,Moderate
60,815330,Medium,Low,Short-Term Gain,Moderate
39,1212314,High,Low,Short-Term Gain,Moderate
27,1349006,High,Low,Wealth Growth,Moderate
50,869026,High,Medium,Wealth Growth,Aggressive
52,758361,Low,High,Retirement,Moderate
63,813392,Medium,Low,Wealth Growth,Moderate
49,656321,Medium,Low,Short-Term Gain,Moderate
38,1004691,Medium,Medium,Short-Term Gain,Moderate
61,1240186,Low,High,Wealth Growth,Moderate
71,1374570,Low,High,Wealth Growth,Moderate
35,1074431,High,High,Retirement,Moderate
78,1388531,Low,Low,Retirement,Conservative
22,1367410,Medium,High,Retirement,Moderate
52,1255771,Medium,High,Short-Term Gain,Moderate
47,458168,High,Medium,Short-Term Gain,Moderate
30,814215,Low,Low,Short-Term Gain,Moderate
47,840506,High,Medium,Retirement,Moderate
28,615921,High,Low,Short-Term Gain,Moderate
22,1074160,High,Low,Retirement,Moderate
36,397646,High,Medium,Short-Term Gain,Moderate
55,1461700,Medium,High,Retirement,Moderate
40,599843,High,High,Retirement,Moderate
38,942572,Low,Medium,Retirement,Moderate
42,1315697,Medium,Low,Retirement,Moderate
35,501775,Low,High,Short-Term Gain,Moderate
23,1460424,Low,Medium,Short-Term Gain,Moderate
28,1084036,Medium,Low,Short-Term Gain,Moderate
57,997876,Medium,Low,Short-Term Gain,Moderate
39,1126112,Medium,High,Wealth Growth,Moderate
35,481387,High,Medium,Short-Term Gain,Moderate
65,323451,Low,High,Retirement,Moderate
27,300315,Medium,High,Retirement,Moderate
74,569015,Low,High,Retirement,Moderate
79,709796,Low,High,Retirement,Moderate
64,925742,Low,High,Wealth Growth,Moderate
32,1487804,Medium,High,Wealth Growth,Moderate
51,1325489,Medium,High,Wealth Growth,Moderate
47,1060735,Medium,Medium,Wealth Growth,Moderate
71,1498147,Low,Low,Short-Term Gain,Moderate
68,588980,Low,Low,Wealth Growth,Moderate
66,581548,Low,Medium,Retirement,Moderate
78,634616,Low,High,Retirement,Moderate
67,572153,Medium,Medium,Retirement,Moderate
32,1148618,Medium,Medium,Retirement,Moderate
62,1034413,Low,Medium,Short-Term Gain,Moderate
47,796529,Low,Low,Short-Term Gain,Moderate
60,529670,High,High,Retirement,Moderate
72,765204,Low,Low,Short-Term Gain,Moderate
29,543691,Low,Medium,Wealth Growth,Moderate
27,408724,High,Low,Short-Term Gain,Moderate
71,641687,High,Medium,Short-Term Gain,Moderate
27,1380926,High,High,Short-Term Gain,Moderate
50,1020140,High,Medium,Wealth Growth,Aggressive
58,564238,High,High,Retirement,Moderate
26,936339,Medium,Medium,Wealth Growth,Moderate
26,501966,Medium,High,Short-Term Gain,Moderate
80,781252,Low,High,Wealth Growth,Moderate
39,504518,Low,Low,Retirement,Conservative
28,1377747,Medium,Low,Wealth Growth,Moderate
62,939037,Low,Low,Short-Term Gain,Moderate
24,1279701,Low,High,Short-Term Gain,Moderate
62,893991,Low,High,Wealth Growth,Moderate
77,1045809,High,Low,Short-Term Gain,Moderate
44,350055,Medium,High,Retirement,Moderate
21,1237874,Medium,Low,Retirement,Moderate
42,653955,High,High,Wealth Growth,Aggressive
24,994908,High,Medium,Short-Term Gain,Moderate
74,1181847,Medium,Medium,Short-Term Gain,Moderate
54,897393,High,Low,Short-Term Gain,Moderate
27,777168,Medium,High,Short-Term Gain,Moderate
55,813038,Medium,High,Retirement,Moderate
58,1074841,High,High,Retirement,Moderate
51,1080549,High,High,Retirement,Moderate
75,958500,High,Low,Retirement,Moderate
72,687543,High,Low,Short-Term Gain,Moderate
78,1372604,Medium,Medium,Retirement,Moderate
27,410033,High,High,Wealth Growth,Aggressive
64,1126292,Medium,High,Retirement,Moderate
46,753249,Medium,Low,Retirement,Moderate
64,311000,Low,High,Retirement,Moderate
75,926180,High,High,Short-Term Gain,Moderate
32,376869,High,High,Short-Term Gain,Moderate
46,651628,Low,Low,Wealth Growth,Moderate
32,943655,Medium,High,Retirement,Moderate
27,949049,Medium,High,Short-Term Gain,Moderate
23,561577,Medium,Low,Wealth Growth,Moderate
61,840684,Medium,High,Short-Term Gain,Moderate
22,1381392,Medium,High,Short-Term Gain,Moderate
79,399572,High,Medium,Wealth Growth,Aggressive
57,314832,Medium,Low,Short-Term Gain,Moderate
51,819427,Medium,Medium,Retirement,Moderate
64,810552,Medium,Medium,Retirement,Moderate
56,888209,Medium,Low,Short-Term Gain,Moderate
55,634644,Medium,Low,Wealth Growth,Moderate
23,1444533,Medium,Medium,Retirement,Moderate
25,517140,Medium,Medium,Wealth Growth,Moderate
46,1055660,Low,Low,Short-Term Gain,Moderate
48,764370,High,Low,Retirement,Moderate
40,1006572,Low,Low,Wealth Growth,Moderate
30,780662,Medium,Medium,Retirement,Moderate
71,636105,Medium,Medium,Short-Term Gain,Moderate
73,516455,High,High,Retirement,Moderate
34,451395,Low,High,Retirement,Moderate
23,516858,Low,High,Retirement,Moderate
41,408347,Low,Low,Retirement,Conservative
33,1014374,Low,High,Retirement,Moderate
23,1353667,High,High,Wealth Growth,Aggressive
52,1130204,Low,Low,Wealth Growth,Moderate
46,1311885,Low,Medium,Short-Term Gain,Moderate
52,1287913,High,High,Retirement,Moderate
40,1266733,Low,Medium,Wealth Growth,Moderate
46,387353,High,Low,Wealth Growth,Moderate
23,919320,Medium,Medium,Wealth Growth,Moderate
53,1181181,High,Low,Retirement,Moderate
31,725717,High,Low,Short-Term Gain,Moderate
58,1088274,Low,Low,Wealth Growth,Moderate
52,1339351,Low,Medium,Short-Term Gain,Moderate
80,1147784,Medium,High,Short-Term Gain,Moderate
28,466741,Low,High,Retirement,Moderate
34,1302825,Medium,High,Retirement,Moderate
55,348556,Medium,High,Wealth Growth,Moderate
57,432481,High,Low,Retirement,Moderate
69,1025003,Medium,High,Retirement,Moderate
33,1376825,High,High,Short-Term Gain,Moderate
72,643385,Medium,High,Short-Term Gain,Moderate
44,841774,Low,High,Wealth Growth,Moderate
31,598793,Medium,Low,Wealth Growth,Moderate
49,1028948,High,High,Wealth Growth,Aggressive
33,660395,Low,High,Wealth Growth,Moderate
23,728673,High,Medium,Short-Term Gain,Moderate
31,592987,Medium,Medium,Retirement,Moderate
43,972065,High,Low,Retirement,Moderate
30,391270,Medium,High,Short-Term Gain,Moderate
23,851320,Low,Low,Short-Term Gain,Moderate
24,1247035,Low,Medium,Retirement,Moderate
74,1409667,Medium,Medium,Retirement,Moderate
48,1160015,Medium,Low,Short-Term Gain,Moderate
72,669965,Medium,Medium,Retirement,Moderate
54,890677,High,Low,Retirement,Moderate
63,387481,Medium,Medium,Short-Term Gain,Moderate
63,1218886,Low,High,Wealth Growth,Moderate
46,721634,Low,Medium,Retirement,Moderate
34,1036491,Low,High,Retirement,Moderate
36,848606,High,Low,Retirement,Moderate
68,1327535,Medium,High,Retirement,Moderate
20,584331,Low,Medium,Short-Term Gain,Moderate
43,369116,Medium,High,Retirement,Moderate
45,738247,Low,Low,Short-Term Gain,Moderate
64,892070,Low,High,Retirement,Moderate
25,1019036,Medium,Medium,Wealth Growth,Moderate
53,505716,Medium,Medium,Wealth Growth,Moderate
52,410655,High,Medium,Short-Term Gain,Moderate
38,1426228,High,Low,Wealth Growth,Moderate
61,332921,High,High,Short-Term Gain,Moderate
24,1313004,High,High,Wealth Growth,Aggressive
70,714390,High,Medium,Retirement,Moderate
58,1243923,Medium,Low,Short-Term Gain,Moderate
66,775654,High,High,Wealth Growth,Aggressive
75,625361,Medium,Medium,Wealth Growth,Moderate
60,1040164,Low,Medium,Short-Term Gain,Moderate
33,1157340,Low,Low,Retirement,Conservative
50,1493343,Low,Low,Retirement,Conservative
72,1020731,Medium,Low,Retirement,Moderate
74,1262472,High,Medium,Retirement,Moderate
72,500363,Low,High,Wealth Growth,Moderate
34,710910,High,Low,Wealth Growth,Moderate
22,454204,Low,Low,Wealth Growth,Moderate
65,824922,High,High,Short-Term Gain,Moderate
66,1447521,Low,Low,Wealth Growth,Moderate
73,403518,Low,High,Retirement,Moderate
45,931157,Low,High,Wealth Growth,Moderate
71,1487767,Low,Medium,Wealth Growth,Moderate
71,524221,High,Medium,Wealth Growth,Aggressive
30,557560,Low,High,Retirement,Moderate
31,1123422,High,Low,Retirement,Moderate
49,1457852,Medium,Medium,Short-Term Gain,Moderate
31,602071,High,Low,Short-Term Gain,Moderate
61,1124948,High,Medium,Wealth Growth,Aggressive
53,420536,Medium,High,Wealth Growth,Moderate
29,662512,High,High,Retirement,Moderate
47,607883,High,High,Wealth Growth,Aggressive
79,771654,High,High,Wealth Growth,Aggressive
29,1084540,Low,Low,Retirement,Conservative
60,454234,Low,Low,Short-Term Gain,Moderate
26,513495,High,High,Retirement,Moderate
77,940318,Medium,Low,Short-Term Gain,Moderate
56,1250358,High,Medium,Short-Term Gain,Moderate
39,1055448,Medium,Low,Retirement,Moderate
59,1249551,Medium,Low,Short-Term Gain,Moderate
30,1153093,Medium,High,Retirement,Moderate
79,1306368,Low,High,Retirement,Moderate
50,1180538,High,Medium,Wealth Growth,Aggressive
22,475127,High,Medium,Short-Term Gain,Moderate
44,1311687,Low,Low,Short-Term Gain,Moderate
62,1165211,High,Medium,Wealth Growth,Aggressive
46,354014,Medium,Low,Wealth Growth,Moderate
67,1149651,Medium,High,Short-Term Gain,Moderate
65,682237,Medium,High,Short-Term Gain,Moderate
76,989132,High,Medium,Retirement,Moderate
41,436252,High,Low,Wealth Growth,Moderate
44,547764,Medium,High,Short-Term Gain,Moderate
63,1308828,High,High,Short-Term Gain,Moderate
33,1002344,High,Medium,Wealth Growth,Aggressive
68,582663,Low,Medium,Short-Term Gain,Moderate
61,805498,Low,High,Retirement,Moderate
63,1107791,Low,High,Wealth Growth,Moderate
76,617002,High,Low,Short-Term Gain,Moderate
56,602865,Medium,High,Short-Term Gain,Moderate
60,1148848,Medium,High,Retirement,Moderate
68,682942,Medium,High,Short-Term Gain,Moderate
54,1488941,Medium,Medium,Short-Term Gain,Moderate
50,810932,Medium,Low,Wealth Growth,Moderate
55,570636,High,Medium,Retirement,Moderate
44,951086,High,Medium,Retirement,Moderate
31,1372867,High,High,Wealth Growth,Aggressive
52,1393862,Medium,Medium,Wealth Growth,Moderate
53,846382,High,Medium,Wealth Growth,Aggressive
71,946736,High,High,Wealth Growth,Aggressive
75,508749,Low,Low,Retirement,Conservative
27,1061982,Medium,Low,Wealth Growth,Moderate
38,1228347,Medium,High,Short-Term Gain,Moderate
36,821330,Medium,Low,Retirement,Moderate
21,1294923,High,High,Retirement,Moderate
38,788026,Low,Medium,Retirement,Moderate
29,1472856,High,Medium,Retirement,Moderate
22,954273,High,Low,Wealth Growth,Moderate
61,906418,Low,High,Retirement,Moderate
66,728195,Medium,Low,Short-Term Gain,Moderate
48,801359,Medium,Medium,Short-Term Gain,Moderate
46,778825,Medium,Medium,Wealth Growth,Moderate
79,612058,High,High,Retirement,Moderate
30,1278751,Medium,High,Retirement,Moderate
40,822291,Medium,High,Wealth Growth,Moderate
73,664120,Medium,High,Retirement,Moderate
24,360460,Low,Medium,Short-Term Gain,Moderate
66,527876,High,Medium,Wealth Growth,Aggressive
76,997935,Medium,Low,Short-Term Gain,Moderate
31,408875,Medium,High,Retirement,Moderate
63,959821,Low,High,Retirement,Moderate
34,857679,High,Medium,Retirement,Moderate
48,648048,Medium,High,Wealth Growth,Moderate
20,1444168,Medium,Medium,Retirement,Moderate
41,740255,Medium,High,Wealth Growth,Moderate
28,1137096,Low,Medium,Short-Term Gain,Moderate
24,1292939,High,Medium,Short-Term Gain,Moderate
38,722573,Medium,Low,Short-Term Gain,Moderate
73,584030,Medium,Medium,Short-Term Gain,Moderate
29,543891,High,Medium,Wealth Growth,Aggressive
36,1091931,High,High,Short-Term Gain,Moderate
41,1185085,Medium,High,Short-Term Gain,Moderate
32,1442537,High,High,Short-Term Gain,Moderate
36,654690,Medium,Low,Wealth Growth,Moderate
43,1071266,Low,Low,Retirement,Conservative
64,1235928,Medium,High,Retirement,Moderate
21,1059371,Low,Medium,Short-Term Gain,Moderate
39,1475871,Low,Medium,Short-Term Gain,Moderate
32,346116,Medium,High,Wealth Growth,Moderate
20,1220703,Medium,Low,Short-Term Gain,Moderate
37,708240,Low,Medium,Retirement,Moderate
79,1109380,Medium,Low,Retirement,Moderate
22,442400,Medium,Low,Wealth Growth,Moderate
32,625573,Low,High,Short-Term Gain,Moderate
72,922910,High,Medium,Wealth Growth,Aggressive
25,1094672,Medium,Low,Short-Term Gain,Moderate
62,687358,Medium,Low,Wealth Growth,Moderate
25,1123832,Low,Medium,Short-Term Gain,Moderate
34,331852,Low,Low,Wealth Growth,Moderate
61,1350214,High,Low,Short-Term Gain,Moderate
67,933493,Medium,Low,Wealth Growth,Moderate
40,702508,High,High,Retirement,Moderate
42,872515,Medium,Low,Wealth Growth,Moderate
79,928515,High,Medium,Short-Term Gain,Moderate
76,793365,Low,Low,Wealth Growth,Moderate
30,1335838,Medium,Low,Wealth Growth,Moderate
77,630407,Low,High,Retirement,Moderate
30,707565,Low,High,Wealth Growth,Moderate
38,436727,Medium,High,Wealth Growth,Moderate
56,371107,High,Low,Short-Term Gain,Moderate
33,1304385,Medium,Medium,Short-Term Gain,Moderate
59,1134254,High,High,Short-Term Gain,Moderate
77,992174,Medium,High,Wealth Growth,Moderate
70,461419,High,High,Retirement,Moderate
58,1482648,High,High,Wealth Growth,Aggressive
27,983339,Medium,High,Retirement,Moderate
30,863480,Low,High,Wealth Growth,Moderate
56,998720,High,Medium,Retirement,Moderate
55,388251,Medium,Medium,Wealth Growth,Moderate
75,1242669,Medium,Low,Short-Term Gain,Moderate
40,1436746,Low,Medium,Retirement,Moderate
22,1444836,Medium,Low,Retirement,Moderate
42,1364918,High,High,Retirement,Moderate
42,308336,Low,Low,Short-Term Gain,Moderate
56,1213362,Low,Low,Retirement,Conservative
68,350379,High,High,Short-Term Gain,Moderate
40,854119,Medium,Low,Retirement,Moderate
68,957308,Low,Medium,Retirement,Moderate
74,359232,High,Low,Short-Term Gain,Moderate
54,990550,Medium,Low,Retirement,Moderate
32,1295870,High,Medium,Short-Term Gain,Moderate
46,691298,Medium,High,Wealth Growth,Moderate
28,1234717,Medium,High,Retirement,Moderate
69,1309540,High,High,Wealth Growth,Aggressive
44,1239020,Low,Medium,Retirement,Moderate
71,1293058,Low,Low,Short-Term Gain,Moderate
32,712901,High,High,Short-Term Gain,Moderate
49,1051258,Low,High,Retirement,Moderate
79,1106221,Medium,Medium,Retirement,Moderate
48,1120583,Low,High,Wealth Growth,Moderate
70,1069418,Medium,High,Wealth Growth,Moderate
55,973274,High,Medium,Retirement,Moderate
61,1201074,High,Medium,Short-Term Gain,Moderate
67,921012,High,Medium,Wealth Growth,Aggressive
26,958965,High,Medium,Retirement,Moderate
66,1068482,Medium,Medium,Retirement,Moderate
33,1442245,Low,Medium,Retirement,Moderate
56,1129277,Low,Low,Retirement,Conservative
40,449525,High,High,Retirement,Moderate
59,392062,Medium,Medium,Short-Term Gain,Moderate
59,631251,High,Medium,Retirement,Moderate
78,560264,Medium,Medium,Wealth Growth,Moderate
78,319662,High,High,Retirement,Moderate
22,534254,High,High,Retirement,Moderate
51,1269321,Low,Low,Wealth Growth,Moderate
56,1254780,Low,High,Short-Term Gain,Moderate
31,1262581,Medium,Medium,Wealth Growth,Moderate
52,1170124,Low,High,Wealth Growth,Moderate
68,1357524,High,High,Wealth Growth,Aggressive
24,620784,Low,Medium,Short-Term Gain,Moderate
45,931762,Low,High,Wealth Growth,Moderate
20,1468633,Medium,High,Wealth Growth,Moderate
76,1140333,Low,High,Short-Term Gain,Moderate
38,768012,Medium,Medium,Short-Term Gain,Moderate
77,866352,Medium,Medium,Retirement,Moderate
38,511881,Medium,Medium,Wealth Growth,Moderate
27,309275,Low,High,Wealth Growth,Moderate
77,337296,High,High,Wealth Growth,Aggressive
60,891978,Medium,Medium,Wealth Growth,Moderate
24,715267,High,Low,Short-Term Gain,Moderate
43,1431879,Medium,Low,Retirement,Moderate
76,434115,High,High,Wealth Growth,Aggressive
58,684564,Low,Medium,Wealth Growth,Moderate
80,715316,Low,High,Wealth Growth,Moderate
57,810181,High,High,Wealth Growth,Aggressive
51,1284063,Medium,High,Wealth Growth,Moderate
79,1484025,Low,Low,Short-Term Gain,Moderate
21,817828,Medium,Medium,Short-Term Gain,Moderate
24,1001973,High,Medium,Wealth Growth,Aggressive
73,829107,High,High,Wealth Growth,Aggressive
58,1497909,Medium,High,Wealth Growth,Moderate
70,1071902,Low,Medium,Short-Term Gain,Moderate
64,488049,Low,Medium,Short-Term Gain,Moderate
65,1256250,High,High,Short-Term Gain,Moderate
79,788100,Medium,Low,Short-Term Gain,Moderate
44,1364729,Low,Low,Retirement,Conservative
64,984063,Medium,Medium,Short-Term Gain,Moderate
56,1444360,Low,High,Wealth Growth,Moderate
43,1230441,Low,Medium,Short-Term Gain,Moderate
67,1363424,High,Low,Wealth Growth,Moderate
77,920511,Low,High,Retirement,Moderate
79,881215,Low,Low,Short-Term Gain,Moderate
55,449234,High,Medium,Short-Term Gain,Moderate
41,654623,Medium,Low,Retirement,Moderate
80,996591,Medium,Low,Short-Term Gain,Moderate
64,1042908,Low,Medium,Retirement,Moderate
69,480037,Medium,High,Retirement,Moderate
70,951140,Low,Medium,Retirement,Moderate
30,826079,Medium,Low,Wealth Growth,Moderate
26,1029288,High,High,Retirement,Moderate
53,846082,Low,High,Short-Term Gain,Moderate
36,1249986,Low,High,Wealth Growth,Moderate
24,836937,High,Low,Retirement,Moderate
76,1180954,High,Medium,Retirement,Moderate
23,472787,High,High,Retirement,Moderate
31,1141949,Low,Medium,Retirement,Moderate
65,1276297,High,High,Short-Term Gain,Moderate
64,1070496,Medium,High,Retirement,Moderate
62,887658,Medium,Medium,Retirement,Moderate
63,966497,High,Low,Short-Term Gain,Moderate
51,1040486,Medium,High,Short-Term Gain,Moderate
59,872023,High,High,Wealth Growth,Aggressive
42,1347758,Low,Medium,Wealth Growth,Moderate
75,626805,Low,Low,Short-Term Gain,Moderate
45,1134637,Low,High,Retirement,Moderate
39,1313890,Low,Medium,Wealth Growth,Moderate
38,1443085,High,Low,Short-Term Gain,Moderate
62,321686,High,Medium,Wealth Growth,Aggressive
57,1120929,High,High,Retirement,Moderate
